Network,Device,IP,DNS,NetBIOS,Comments,Team,CRQ,OS,QID,Title,vSTATUS,PORT,SSL,FirstDetected,LastDetected,CVE,CVSS,Solution,RESULT,AssetID,AssetLinkID
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159114","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9113)","Active"," ","false","2021-03-20","2023-08-31","CVE-2021-27363  CVE-2021-27364  CVE-2021-27365 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9113](https://linux.oracle.com/errata/ELSA-2021-9113.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9113:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9113.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.48.6.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.48.6.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","376665","Azure Open Management Infrastructure (OMI) Elevation of Privilege Vulnerability for June 2022","Active"," ","false","2022-06-29","2023-08-31","CVE-2022-29149 ","7.8","Customers are advised to refer to [CVE-2022-29149](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29149) for more details pertaining to this vulnerability\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [CVE-2022-29149](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29149)","Package\tInstalled Version\tRequired Version\nomi\t1.6.8-1.x86_64\t1.6.9-1;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160818","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12688)","Active"," ","false","2023-08-01","2023-08-31","CVE-2022-41218  CVE-2023-1380  CVE-2023-3090  CVE-2023-31084  CVE-2023-3141  CVE-2023-3161  CVE-2023-35824 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12688](https://linux.oracle.com/errata/ELSA-2023-12688.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12688:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12688.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.77.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.77.2.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160820","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12689)","Active"," ","false","2023-08-01","2023-08-31","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12689](https://linux.oracle.com/errata/ELSA-2023-12689.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12689:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12689.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.22.git6c9e0ed5.el7;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160822","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12690)","Active"," ","false","2023-08-01","2023-08-31","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12690](https://linux.oracle.com/errata/ELSA-2023-12690.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12690:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12690.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.22.git6c9e0ed5.el7;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160345","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-10065)","Active"," ","false","2022-12-08","2023-08-31","CVE-2019-19377  CVE-2021-20292  CVE-2022-20368  CVE-2022-2639  CVE-2022-2663  CVE-2022-3565  CVE-2022-3629  CVE-2022-40768 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-10065](https://linux.oracle.com/errata/ELSA-2022-10065.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-10065:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-10065.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.69.5.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.69.5.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","105146","World-Writable Directories Should Have Their Sticky Bits Set","Active"," ","false","2020-11-30","2023-08-31","","","It's best practice to set the sticky bit for world-writable directories.","/tmp/ow_files\n/tmp/ow_jar\n/tmp/3.0.5\n/tmp/3.0.5/sql\n/tmp/PROD_Release_31Mar2021\n/tmp/PROD_Release_31Mar2021/sql\n/var/tmp/ow_files\n/var/tmp/ow_jar\n/var/tmp/3.0.5\n/var/tmp/3.0.5/sql\n/var/tmp/PROD_Relea;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160766","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12566)","Active"," ","false","2023-07-05","2023-08-31","CVE-2022-1679  CVE-2022-20141  CVE-2022-3434  CVE-2023-1118  CVE-2023-2269  CVE-2023-3159  CVE-2023-34256 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12566](https://linux.oracle.com/errata/ELSA-2023-12566.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12566:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12566.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.76.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.76.2.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","157907","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4528)","Active"," ","false","2020-11-13","2023-08-31","CVE-2018-18397  CVE-2019-5489 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008461.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008462.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4528:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008461.html) [ELSA-2019-4528:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008462.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.24.5.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","157912","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4531)","Active"," ","false","2020-11-13","2023-08-31","CVE-2017-12153  CVE-2018-17972  CVE-2018-3639 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008472.html) [Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008473.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4531:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008472.html) [ELSA-2019-4531:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008473.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.25.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158990","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9009)","Active"," ","false","2021-03-03","2023-08-31","CVE-2020-27673  CVE-2020-28374  CVE-2020-29568  CVE-2020-29569 ","8.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9009](https://linux.oracle.com/errata/ELSA-2021-9009.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9009:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9009.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.46.4.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.46.4.1.el7uek\nkernel;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","158985","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9002)","Active"," ","false","2021-03-03","2023-08-31","CVE-2019-14895  CVE-2019-19037  CVE-2019-19447  CVE-2019-20934  CVE-2020-10711  CVE-2020-12464  CVE-2020-12652  CVE-2020-14305  CVE-2020-14351  CVE-2020-15436  CVE-2020-25668  CVE-2020-25705  CVE-2020-28915  CVE-2020-28974 ","9.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9002](https://linux.oracle.com/errata/ELSA-2021-9002.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9002:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9002.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.46.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.46.3.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159316","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9369)","Active"," ","false","2021-07-26","2023-08-31","CVE-2021-33909 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9369](https://linux.oracle.com/errata/ELSA-2021-9369.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9369:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9369.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.52.5.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.52.5.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160810","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12654)","Active"," ","false","2023-07-27","2023-08-31","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12654](https://linux.oracle.com/errata/ELSA-2023-12654.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12654:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12654.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.20.git6c9e0ed5.el7;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","160813","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12657)","Active"," ","false","2023-07-27","2023-08-31","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12657](https://linux.oracle.com/errata/ELSA-2023-12657.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12657:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12657.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.20.git6c9e0ed5.el7;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159016","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9030)","Active"," ","false","2021-03-03","2023-08-31","CVE-2020-12653  CVE-2020-27786  CVE-2020-29568  CVE-2020-29660  CVE-2020-36158 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9030](https://linux.oracle.com/errata/ELSA-2021-9030.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9030:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9030.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.47.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.47.3.el7uek\nkernel-uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","159025","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9051)","Active"," ","false","2021-03-03","2023-08-31","CVE-2021-26930  CVE-2021-26931  CVE-2021-26932 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9051](https://linux.oracle.com/errata/ELSA-2021-9051.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9051:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9051.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.48.3.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.48.3.1.el7uek\nkernel;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","157971","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4629)","Active"," ","false","2020-11-13","2023-08-31","CVE-2018-12126  CVE-2018-12127  CVE-2018-12130  CVE-2019-11091 ","5.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008717.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008718.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4629:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008717.html) [ELSA-2019-4629:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008718.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.26.12.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","157983","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4642)","Active"," ","false","2020-11-13","2023-08-31","CVE-2015-5327  CVE-2017-18360  CVE-2018-19985  CVE-2019-11190 ","6.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008739.html) [Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008740.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4642:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008739.html) [ELSA-2019-4642:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008740.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.27.1.el7uek;","18488789","1013904"
"ARC","UnixServer","10.64.0.68","arc-prd-db1","","","","","Oracle Enterprise Linux 7.9","157992","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4669)","Active"," ","false","2020-11-13","2023-08-31","CVE-2018-12127  CVE-2018-12130 ","5.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-June/008779.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-June/008780.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4669:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-June/008779.html) [ELSA-2019-4669:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-June/008780.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.27.2.el7uek;","18488789","1013904"
